2765070926,journal of modern clinical medical bioengineering,1008-634X
2898488464,journal of clinical tuberculosis and other mycobacterial diseases,2405-5794
2920963920,arxiv signal processing,
3035521369,egyptian journal of neurosurgery,1687-5982
2010360,public relations inquiry,2046-147X
4913226,the kips transactions partb,
7391137,gerokomos,1134-928X
8329894,child and adolescent mental health,1475-357X
11693765,nonlinear biomedical physics,1753-4631
14583120,aids patient care and stds,1087-2914
19162248,forensic linguistics the international journal of speech language and the law,
19681352,journal of low power electronics,1546-1998
24859740,monographs of the society for research in child development,0037-976X
29661429,journal of marine science and technology,
30054516,twin research,1832-4274
30933843,alternatives global local political,0304-3754
35392927,disease markers,0278-0240
38029698,small wars & insurgencies,
44433209,latin american perspectives,0094-582X
46216125,medecine et chirurgie du pied,
55497336,international angiology,0392-9590
58769659,sport education and society,1357-3322
60214879,alberta journal of educational research,0002-4805
60379886,acm sigarch computer architecture news,
64104838,journal of electroceramics,1385-3449
68409214,social theory and practice,0037-802X
70695507,nonlinear analysis theory methods & applications,0362-546X
74100341,opto electronics review,1230-3402
74408252,microscopy today,1551-9295
75458007,journal of microcomputer applications,0745-7138
80523760,archives of ophthalmology,0003-9950
80922315,journal of the world aquaculture society,
85442508,research journal of parasitology,1816-4943
91749377,transboundary and emerging diseases,1865-1674
96739853,acta geologica polonica,0001-5709
97006712,international journal of molecular medicine and advance sciences,
98437390,neurosurgical review,0344-5607
102275522,journal of the american college of nutrition,0731-5724
106555721,behavioral disorders,0198-7429
109719883,european review for medical and pharmacological sciences,1128-3602
110757056,journal of laryngology and otology,0022-2151
111393402,power and education,1757-7438
111828274,p adic numbers ultrametric analysis and applications,2070-0466
113184965,deviant behavior,0163-9625
114265899,memory & cognition,0090-502X
118162903,reviews in mathematical physics,0129-055X
119844295,international journal of numerical analysis and modeling,1705-5105
121645359,acta crystallographica,2053-2733
122855400,comparative literature,0010-4124
124084054,acta metallurgica sinica (english letters),1006-7191
124335317,the open complementary medicine journal,1876-391X
130536152,cellulose,0969-0239
131318974,journal of applied spectroscopy,0021-9037
132954302,literature film quarterly,0090-4260
139179957,sigact news,
140231038,politikon,0258-9346
141308946,carpathian journal of earth and environmental sciences,1842-4090
145755630,theology digest,0040-5728
146856077,vascular surgery,0042-2835
146960544,brazilian journal of infectious diseases,1413-8670
148595626,journal of toxicological sciences,0388-1350
149937609,chemical engineering journal,1385-8947
150031133,cytojournal,1742-6413
150739081,sciences et techniques de l animal de laboratoire,
153861934,journal of marketing education,0273-4753
156058904,academic psychiatry,1042-9670
158688538,advances in pediatrics,0065-3101
158706580,new ideas in psychology,0732-118X
158809845,international journal of nanoparticles,1753-2507
160362754,european journal of medical genetics,1769-7212
160879026,journal of psychiatric research,0022-3956
162199860,journal of beliefs & values studies in religion & education,1361-7672
164611413,anesthesia progress,0003-3006
165151903,high performance polymers,0954-0083
165401249,journal of theoretical and computational chemistry,0219-6336
166779601,zeitschrift fur religions und geistesgeschichte,0044-3441
166852190,polymer reviews,1558-3716
167709542,actas espanolas de psiquiatria,1139-9287
167829764,environmental impact assessment review,0195-9255
170139714,construction innovation information process management,1471-4175
172093770,hepatitis research and treatment,2090-1364
172180718,biometrika,0006-3444
175030738,neuropsychopharmacology,0893-133X
179928794,journal of nursing and healthcare of chronic illness,1752-9816
185573540,international journal of stomatology & occlusion medicine,1867-2221
185853653,current opinion in nephrology and hypertension,1062-4821
186215666,addictive behaviors,0306-4603
186726920,culture society and masculinities,1941-5583
188216929,rivista italiana di musicologia,0035-6867
188962457,interdisciplinary sciences computational life sciences,1867-1462
189576285,international journal of network security,1816-353X
193386727,journal of the american association for laboratory animal science,1559-6109
197016887,aktuelle urologie,0001-7868
200677871,logiciel base de donnees reseaux software databases networks,
202230965,the national medical journal of india,0970-258X
205918948,international journal of electronic business,1470-6067
205957783,reactive & functional polymers,1381-5148
207349855,australian prescriber,0312-8008
207580891,disease management & health outcomes,1173-8790
207859457,military medicine,0026-4075
975748716,anasthesiologie & intensivmedizin,0170-5334
979202222,frauenheilkunde aktuell,
982507924,hungarian quarterly,0028-5390
989140491,klinik psikofarmakoloji bulteni bulletin of clinical psychopharmacology,1302-9657
990805543,mother tongue,1087-0326
2477089890,rural and remote health,1445-6354
2481706592,cardiorenal medicine,1664-5502
2487249032,revista internacional de andrologia,1698-031X
2489440031,nucleic acid therapeutics,2159-3337
2494179437,biomaterials science,2047-4830
2495644771,journal of water sanitation and hygiene for development,2043-9083
2736318790,asia pacific journal on computational engineering,2196-1166
2736388092,ankara arastirmalari dergisi,2147-8724
2736441819,franciscanum,0120-1468
2736507771,acervo,0102-700X
2737028251,borealis an international journal of hispanic linguistics,1893-3211
2737140281,revista de educacao e pesquisa em contabilidade,1981-8610
2737210294,european medical journal gastroenterology,2054-6203
2737386756,open praxis,1369-9997
2737471100,ufuq i dānish,1735-1855
2737505774,revue internationale de politique de developpement,1663-9375
2737559645,gels,2310-2861
2737564675,saude e meio ambiente revista interdisciplinar,
2737699940,selcuk universitesi edebiyat fakultesi dergisi,1300-4921
2737849888,folia horticulturae,0867-1761
2737990715,stanford encyclopedia of philosophy,1095-5054
2738114665,canadian journal of educational communication,0710-4340
2738401929,linguistica e filologia,1594-6517
2738435600,cuadernos de neuropsicologia,0718-4123
2738569500,lingue e linguaggi,2239-0359
2738684666,journal of veterinary research,2008-2525
2738907095,apertura,2007-1094
2738957369,bengal journal of otolaryngology and head neck surgery,2395-2393
2738993004,zbornik radova pravnog fakulteta u nisu,0350-8501
2739221274,escritos de psicologia,1138-2635
2754011711,turkish journal of trauma & emergency surgery,1306-696X
2755047796,dental science reports,
2755757168,archivos de investigacion medica,0066-6769
2764345763,radiology of infectious diseases,2352-6211
2764348792,the chemical engineer,0302-0797
2764351521,hydrometallurgy of china,
2764362210,teaching prek,
2764396043,electric welding machine,
2764409799,journal of henan institute of engineering,
2764436849,quarterly essay,
2764447662,wildlife leaflet,
2764454091,turkiye klinikleri journal of cosmetology,1301-9767
2764460423,international journal of advanced research in computer and communication engineering,
2764479081,catalan historical review,2013-407X
2764492976,ukrainian scientific journal of information security,
2764506795,open journal of soil science,2162-5360
2764509995,journal of inner mongolia university of finance and economics,
2764511184,from ontos verlag publications of the austrian ludwig wittgenstein society new series,
2764520511,journal of knowledge information technology and systems,1975-7700
2764537196,journal of environmental research and development,0973-6921
2764556542,the birth gazette,0890-3255
2764565163,journal of luoyang institute of science and technology,
2764576972,chinese journal of extracorporeal circulation,
2764581822,bulletin of the society of vector ecologists,0146-6429
2764592509,vocational training european journal,0378-5068
2764610059,physics and high technology,1225-2336
2764613892,environmental biotechnology,
2764617085,progress in neurological surgery,0079-6492
2764628950,revue d etudes constitutionnelles,
2764635480,optical instruments,
2764657378,global journal of technology and optimization,2229-8711
2764668381,journal of the faculty of science the university of tokyo sect 1 a mathematics,
2764674693,the journal of human & society,
2764706253,bulletin of friends historical association,
2764714941,china municipal engineering,
2764733911,journal of the british institution of radio engineers,0538-0022
2764754117,the journal of antibiotics series b,0447-8991
2764771365,the mailer review,1936-4679
2764781905,advances in infectious diseases,2164-2656
2764782732,agroforestry today,1013-9591
2764798958,annals of the transvaal museum,0041-1752
2764841531,environmental protection,1057-4298
2764846564,speech prosody,2333-2042
2764850865,paidagogos journal of education in contexts,
2764865326,planning and changing,
2764872482,education next,1539-9664
2764882810,journal of nanjing technical college of special education,
2764904183,journal of gansu university of technology,
2764904321,asian journal of computer science and information technology,2249-5126
2764912672,canadian journal of history of sport and physical education,
2764922371,journal of chengde medical college,1004-6879
2764932186,storytelling self society,1550-5340
2764934837,journal of the korea entertainment industry association,
2764937468,gulf and caribbean research,1528-0470
2764947508,journal of applied water engineering and research,2324-9676
2764971655,american journal of psychiatry residents journal,
2764979234,journal of christian education & information technology,1229-9871
2764996763,journal of the institution of electrical engineers,0099-2887
2765005973,drama research,
2765013855,journal of the asfmra,
2765016097,sa orthopaedic journal,1681-150X
2765016273,tolley s communications law,1361-9918
2765031493,lilith a feminist history journal,0813-8990
2765036585,computational particle mechanics,2196-4386
2765046212,journal of shenyang university,
2765068136,the annual research report,0288-5883
2765071728,journal of schooling studies,
2765076858,the online journal of clinical audits,2042-4779
2898171663,biosurface and biotribology,2405-4518
2898447089,procedia manufacturing,2351-9789
2928154529,sustainable food production,2624-876X
3030835295,economic affairs,0265-0665
4501114,archive for history of exact sciences,0003-9519
5499309,geologica acta,1695-6133
8133038,research in international business and finance,0275-5319
8424357,international journal of intellectual property management,1478-9647
9179619,chilean journal of agricultural research,0718-5820
9242254,poetry review,0032-2156
10577759,clinical child and family psychology review,1096-4037
11075324,international journal of strategic information technology and applications,1947-3095
11534120,epj direct,
12198553,argumentation,0920-427X
13663286,the journal for nurse practitioners,1555-4155
16648056,time & society,0961-463X
16935192,the review of high pressure science and technology,0917-639X
21861261,asian journal of spectroscopy,0971-9237
22998730,bulletin du cancer,0007-4551
24945758,erdkunde,0014-0015
26608901,gender place and culture,0966-369X
36209479,industry and innovation,1366-2716
38024979,journal of international business studies,0047-2506
38369159,studies in interface science,1383-7303
38631682,contributions to nephrology,0302-5144
39171397,south african journal of wildlife research,0379-4369
41514858,journal of internet and enterprise management,
44845084,language policy,1568-4555
45468527,modern physics letters a,0217-7323
46521498,forestry chronicle,0015-7546
48532383,biological wastes,0269-7483
50224313,international journal of fluid machinery and systems,1882-9554
58535122,language and cognitive processes,0169-0965
58954801,leadership and management in engineering,1532-6748
62704344,american journal of physiology cell physiology,0363-6143
65744445,anales del instituto de la patagonia,
65828706,louisiana law review,0024-6859
67807940,journal of applied mathematics and mechanics,0044-2267
69397378,telemedicine journal,1078-3024
70416722,catholic university law review,1530-6119
75054922,journal of advanced transportation,0197-6729
79992667,annals of the entomological society of america,0013-8746
85427048,iet communications,1751-8628
85666469,georgian mathematical journal,1072-947X
86329351,indian journal of animal research,0367-6722
88457320,journal of mechanical design,1050-0472
96988850,clinical nurse specialist,0887-6274
98026630,food chemistry,0308-8146
100207823,informatik forschung und entwicklung,
104805611,the european journal of development research,0957-8811
105243760,applied physics letters,0003-6951
106979931,arab journal of gastroenterology,1687-1979
109232058,ethnicity & health,1355-7858
113181601,law & justice,0269-817X
114252033,postmodern culture,1053-1920
118992489,journal of the acm,0004-5411
119483640,educational studies in mathematics,0013-1954
121479258,transformation groups,1083-4362
122290859,journal of health and social behavior,0022-1465
126162762,canadian journal of cardiology,0828-282X
127769668,journal of the japanese society for horticultural science,
128239818,ire transactions on aeronautical and navigational electronics,
128347262,indian journal of horticulture,0974-0112
131276044,journal of nonlinear science,0938-8974
131696295,primus,1051-1970
136696590,papillomavirus report,0957-4190
143583143,current topics in nutraceutical research,1540-7535
146160715,perspectives on augmentative and alternative communication,1940-7475
149627586,foundations and trends in microeconomics,1547-9846
152286864,radiation and environmental biophysics,0301-634X
159848557,research letters in materials science,1687-6822
160413003,bulletin of the faculty of science ibaraki university series a mathematics,
161185981,epl,0295-5075
164703325,revue de linguistique romane,0035-1458
165235614,biological & pharmaceutical bulletin,0918-6158
166850901,internet and higher education,1096-7516
168975578,journal of microscopy,0022-2720
172573765,jama,0098-7484
173077093,mathematical programming computation,1867-2957
177401697,netherlands journal of medicine,0300-2977
177540274,journal of the ergonomics society of korea,
182205653,mathematical communications,1331-0623
182284546,molecular vision,1090-0535
183821374,international journal of sustainable engineering,1939-7038
184189337,hts teologiese studies theological studies,
187296519,revista estudos feministas,0104-026X
191848751,european journal of radiography,1756-1175
193210337,plant operations progress,
196682830,journal of iberian geology,1698-6180
197087632,photodermatology photoimmunology and photomedicine,0905-4383
197191252,journal of international economic law,1369-3034
198917220,somatic cell and molecular genetics,0740-7750
200275961,journal of popular music studies,1524-2226
200968236,international journal of knowledge and systems science,1947-8208
204648954,osteuropa,0030-6428
902237881,electronic notes in discrete mathematics,1571-0653
952346465,southern jewish history,1521-4206
994684116,florida philosophical review,
1010841706,cesky lid ethnologicky casopis,
1011389943,strad,0039-2049
1026551105,anales del seminario de historia de la filosofia,0211-2337
2595243153,arxiv sound,
2595580166,arxiv data analysis statistics and probability,
